transaction_id,user_id,amount,transaction_date,payment_method
689,6271,9453,2023-01-15,Credit Card
690,7556,2163,2023-02-12,UPI
691,6792,7842,2023-01-02,Credit Card
692,9999,2577,2023-05-02,Debit Card
693,9565,1808,2023-05-18,Credit Card
694,9354,1407,2023-04-28,Credit Card
695,5427,4463,2023-05-30,Credit Card
696,2655,1993,2023-01-02,UPI
697,653,1420,2023-02-20,Credit Card
698,9759,2687,2023-06-16,Net Banking
699,1026,8903,2023-05-20,UPI
700,7730,6071,2023-01-14,UPI
701,3037,5121,2023-03-28,Net Banking
702,5564,3734,2023-04-23,Debit Card
703,8307,6495,2023-05-14,Credit Card
704,9162,3052,2023-02-23,Credit Card
705,3777,8890,2023-04-16,Net Banking
706,7837,9443,2023-03-30,Net Banking
707,5221,3647,2023-01-13,Net Banking
708,1107,6130,2023-03-16,Net Banking
709,6144,6969,2023-05-16,Debit Card
710,3214,9390,2023-03-03,Debit Card
711,6030,8305,2023-01-13,Debit Card
712,2000,4048,2023-05-25,Debit Card
713,3128,7880,2023-04-01,Debit Card
714,8417,5575,2023-06-17,UPI
715,2726,9004,2023-04-02,UPI
716,8963,7373,2023-05-06,Net Banking
717,5184,8424,2023-06-18,Credit Card
718,8380,911,2023-01-05,Credit Card
719,7783,5019,2023-02-03,Net Banking
720,8823,7793,2023-06-18,Debit Card
721,6493,3347,2023-05-06,Net Banking
722,6122,9687,2023-02-07,Debit Card
723,1330,8599,2023-01-13,Net Banking
724,1077,8289,2023-04-26,UPI
725,803,4713,2023-04-07,Debit Card
726,4995,9353,2023-05-21,UPI
727,8496,4275,2023-02-12,UPI
728,4773,5158,2023-02-01,UPI
729,4505,4455,2023-01-17,Net Banking
730,3580,4754,2023-03-29,Net Banking
731,8096,3087,2023-01-02,Debit Card
732,2588,2572,2023-06-28,Credit Card
733,6095,3907,2023-02-05,Debit Card
734,7562,646,2023-01-08,Net Banking
735,222,1721,2023-02-04,Credit Card
736,4987,5188,2023-02-20,Net Banking
737,2856,897,2023-02-02,Net Banking
738,7310,9832,2023-01-09,Debit Card
739,3718,3789,2023-03-12,Credit Card
740,5026,4008,2023-05-24,Net Banking
741,9339,7353,2023-06-16,Net Banking
742,7106,9538,2023-01-26,Net Banking
743,838,9657,2023-01-13,UPI
744,4971,9814,2023-01-01,UPI
745,725,5287,2023-01-25,Credit Card
746,7424,1083,2023-05-16,Debit Card
747,3127,9518,2023-05-01,Debit Card
748,3421,2373,2023-01-29,UPI
749,4385,5869,2023-06-17,UPI
750,1236,6542,2023-06-17,Debit Card
751,8716,608,2023-03-15,Debit Card
752,6783,9808,2023-05-01,Net Banking
753,1565,4313,2023-03-23,Debit Card
754,8893,4612,2023-04-03,Debit Card
755,3906,4395,2023-06-20,Debit Card
756,8187,424,2023-04-27,UPI
757,2483,3314,2023-05-07,Credit Card
758,6153,8120,2023-04-15,Credit Card
759,7445,9916,2023-02-22,Credit Card
760,4065,9196,2023-04-01,Credit Card
761,7384,3229,2023-05-20,Credit Card
762,9791,7716,2023-04-29,Debit Card
763,4730,7754,2023-01-06,Credit Card
764,5526,9943,2023-03-11,UPI
765,4873,1819,2023-02-03,Debit Card
766,4630,7777,2023-04-13,Debit Card
767,5868,9358,2023-01-03,UPI
768,9225,8508,2023-05-15,Credit Card
769,3166,845,2023-05-14,UPI
770,135,8698,2023-02-16,Debit Card
771,3738,6520,2023-03-01,Credit Card
772,3618,2804,2023-06-08,Credit Card
773,1473,966,2023-02-20,Net Banking
774,9938,3089,2023-01-11,Credit Card
775,3943,2915,2023-02-22,UPI
776,4397,9539,2023-05-13,UPI
777,9353,6079,2023-03-31,Debit Card
778,4472,7782,2023-01-14,UPI
779,2956,2444,2023-02-03,Net Banking
780,1219,6883,2023-02-12,Net Banking
781,9414,9479,2023-04-28,UPI
782,5858,1048,2023-05-16,Debit Card
783,8050,430,2023-04-13,Net Banking
784,1378,4418,2023-03-01,Credit Card
785,31,5241,2023-02-03,Debit Card
786,9933,6987,2023-06-17,Net Banking
787,4076,8863,2023-04-05,Net Banking
788,5197,8836,2023-05-20,Debit Card
789,9284,2874,2023-02-20,Net Banking
790,4615,3635,2023-01-28,UPI
791,1376,6025,2023-02-17,Debit Card
792,1536,9803,2023-02-02,UPI
793,703,8431,2023-02-23,Net Banking
794,6833,9737,2023-01-06,Net Banking
795,7430,163,2023-03-08,Credit Card
796,7344,2167,2023-01-16,Net Banking
797,5584,4669,2023-06-21,UPI
798,5233,9217,2023-06-11,Credit Card
799,3008,5739,2023-05-03,Net Banking
800,9038,3296,2023-04-16,Debit Card
801,4101,9946,2023-04-04,Debit Card
802,6211,8818,2023-01-05,UPI
803,9792,1316,2023-06-10,Net Banking
804,8215,5237,2023-02-24,Credit Card
805,6218,800,2023-01-22,Net Banking
806,7685,2332,2023-01-19,UPI
807,2742,124,2023-03-30,Net Banking
808,7553,8560,2023-04-20,Credit Card
809,1779,3164,2023-04-08,Debit Card
810,4959,7970,2023-01-25,Credit Card
811,6962,517,2023-05-23,Debit Card
812,4894,7852,2023-05-02,Net Banking
813,4862,8602,2023-06-12,Net Banking
814,7267,5272,2023-06-10,Net Banking
815,9701,6726,2023-01-25,UPI
816,3546,6815,2023-02-10,Credit Card
817,8358,7360,2023-01-20,Net Banking
818,9122,1596,2023-06-19,Credit Card
819,2961,752,2023-04-30,Debit Card
820,1175,3090,2023-02-08,Net Banking
821,7628,244,2023-01-11,Debit Card
822,7508,2473,2023-05-20,Net Banking
823,9463,9092,2023-04-03,Debit Card
824,2357,3594,2023-02-06,UPI
825,9318,5876,2023-06-02,Debit Card
826,4295,6156,2023-05-23,Debit Card
827,308,2791,2023-05-27,Credit Card
828,5001,8719,2023-01-26,UPI
829,8507,528,2023-02-28,Credit Card
830,4536,538,2023-01-01,UPI
831,2469,6871,2023-02-27,Debit Card
832,9380,9550,2023-01-18,Net Banking
833,5591,9511,2023-04-10,Net Banking
834,1389,7940,2023-02-06,Net Banking
835,4580,9870,2023-04-11,Net Banking
836,9951,7497,2023-01-20,Credit Card
837,5129,4059,2023-02-01,Credit Card
838,1729,8762,2023-06-25,Credit Card
839,3166,5462,2023-06-13,Net Banking
840,6065,926,2023-05-30,Credit Card
841,5202,7566,2023-02-02,UPI
842,185,2878,2023-05-03,Debit Card
843,9397,2979,2023-02-15,Debit Card
844,6038,3913,2023-02-24,Credit Card
845,2772,804,2023-03-26,Credit Card
846,6395,647,2023-05-15,UPI
847,2986,5490,2023-01-05,UPI
848,1385,7090,2023-03-07,Net Banking
849,1880,2354,2023-03-22,Credit Card
850,4717,920,2023-06-04,UPI
851,4168,9787,2023-01-31,Debit Card
852,1907,8229,2023-03-10,UPI
853,9115,5762,2023-05-10,Debit Card
854,748,7489,2023-01-01,Debit Card
855,2523,8277,2023-02-11,Credit Card
856,5115,7499,2023-03-26,UPI
857,3950,3014,2023-01-01,Debit Card
858,2194,3094,2023-06-18,Credit Card
859,4521,6448,2023-03-29,Credit Card
860,5945,1704,2023-05-09,UPI
861,8691,7546,2023-05-10,UPI
862,7160,7423,2023-01-29,Credit Card
863,6252,860,2023-01-12,Net Banking
864,1760,2993,2023-01-27,Net Banking
865,5584,8387,2023-06-12,Debit Card
866,4399,6908,2023-01-17,Credit Card
867,5509,4095,2023-02-14,Net Banking
868,7543,6552,2023-02-26,Credit Card
869,5467,6001,2023-02-21,Debit Card
870,4866,5576,2023-01-07,Debit Card
871,7701,8625,2023-04-06,Net Banking
872,4420,9412,2023-05-31,UPI
873,3647,2957,2023-02-20,UPI
874,6410,6143,2023-05-16,UPI
875,6504,3980,2023-02-23,Debit Card
876,5266,8405,2023-05-17,Credit Card
877,6983,7389,2023-05-31,UPI
878,3552,4470,2023-01-11,Net Banking
879,1703,3203,2023-06-12,UPI
880,7399,7477,2023-03-27,UPI
881,8008,4420,2023-01-30,Net Banking
882,5631,7019,2023-01-02,UPI
883,4383,7220,2023-03-28,Net Banking
884,797,6274,2023-04-29,UPI
885,2911,8305,2023-06-04,Debit Card
886,4199,1790,2023-06-08,Debit Card
887,1555,2549,2023-01-06,UPI
888,4937,9797,2023-02-24,Debit Card
889,5853,4754,2023-03-02,Net Banking
890,8883,9751,2023-05-14,UPI
891,2055,8109,2023-05-26,UPI
892,9660,7266,2023-01-28,Credit Card
893,9359,4365,2023-04-05,Credit Card
894,6058,2402,2023-01-25,Debit Card
895,7817,3050,2023-04-29,Net Banking
896,1280,3011,2023-01-01,UPI
897,886,2888,2023-01-11,Credit Card
898,7200,2360,2023-03-22,Debit Card
899,3262,2748,2023-05-03,Credit Card
900,8066,5430,2023-05-24,Credit Card
901,8990,9100,2023-06-05,Credit Card
902,1792,9571,2023-05-06,Debit Card
903,5097,6866,2023-02-14,Credit Card
904,4499,6293,2023-05-01,Net Banking
905,3228,9822,2023-04-01,Net Banking
906,5142,6046,2023-05-20,Credit Card
907,778,9032,2023-01-17,UPI
908,5612,5251,2023-04-12,Debit Card
909,7652,2393,2023-01-25,Credit Card
910,2197,7847,2023-05-11,UPI
911,8456,802,2023-04-08,UPI
912,8959,1706,2023-01-22,Credit Card
913,5758,6766,2023-05-28,Credit Card
914,3214,1825,2023-03-22,Credit Card
915,6293,5150,2023-03-04,Credit Card
916,569,3903,2023-06-05,UPI
917,7436,3119,2023-02-02,Debit Card
918,2813,3874,2023-02-25,Credit Card
919,272,230,2023-06-12,UPI
920,5289,1434,2023-05-22,Debit Card
921,2896,5097,2023-03-30,Debit Card
922,7978,4172,2023-03-14,Credit Card
923,2949,4067,2023-05-01,Debit Card
924,10,4738,2023-06-08,Net Banking
925,4411,9000,2023-06-03,UPI
926,5841,1368,2023-06-29,Credit Card
927,8886,1032,2023-01-12,UPI
928,3825,8108,2023-01-01,Debit Card
929,3181,9236,2023-02-09,Credit Card
930,131,1850,2023-06-04,UPI
931,9444,3001,2023-01-26,Credit Card
932,5836,1428,2023-02-07,Credit Card
933,3092,529,2023-01-04,Credit Card
934,3884,5236,2023-05-17,Debit Card
935,9320,8292,2023-02-28,Net Banking
936,333,2069,2023-04-12,UPI
937,7077,7414,2023-03-18,Debit Card
938,1429,8056,2023-05-14,Net Banking
939,5289,2762,2023-05-08,Net Banking
940,6280,8371,2023-03-28,Credit Card
941,5940,5378,2023-02-15,UPI
942,496,8193,2023-02-19,Net Banking
943,3765,6204,2023-04-30,UPI
944,2766,6844,2023-04-22,UPI
945,3500,3779,2023-03-28,UPI
946,2971,4141,2023-03-09,Debit Card
947,6290,7366,2023-02-16,Credit Card
948,1186,4326,2023-06-08,Credit Card
949,9083,1308,2023-02-07,Credit Card
950,4863,5217,2023-04-10,Net Banking
951,1279,8822,2023-02-20,Credit Card
952,9719,7032,2023-06-01,Credit Card
953,5431,1366,2023-05-20,Credit Card
954,311,3150,2023-05-26,Credit Card
955,8910,4454,2023-04-18,Credit Card
956,6804,6304,2023-03-12,Credit Card
957,3991,2940,2023-03-30,UPI
958,2582,7881,2023-04-03,Credit Card
959,4164,6372,2023-05-30,Net Banking
960,6094,9035,2023-03-16,Net Banking
961,8893,5233,2023-02-27,Credit Card
962,7261,3272,2023-03-13,Net Banking
963,587,5210,2023-02-10,Net Banking
964,8533,3568,2023-02-23,Credit Card
965,7049,9074,2023-01-10,Net Banking
966,4395,6618,2023-05-26,Net Banking
967,897,9697,2023-04-06,Debit Card
968,7001,9945,2023-03-21,Debit Card
969,9269,871,2023-03-25,Net Banking
970,5244,4763,2023-04-24,Net Banking
971,5719,4745,2023-06-01,Credit Card
972,5175,7934,2023-06-23,Credit Card
973,6251,6203,2023-03-07,Debit Card
974,2942,4724,2023-02-04,Credit Card
975,4944,1951,2023-04-09,Debit Card
976,703,6664,2023-05-12,Debit Card
977,1638,1904,2023-06-14,Net Banking
978,9343,894,2023-02-26,UPI
979,7476,3205,2023-04-17,Debit Card
980,3683,1781,2023-06-23,UPI
981,3969,8769,2023-02-21,Debit Card
982,8065,8960,2023-05-17,Debit Card
983,5854,490,2023-05-29,UPI
984,7297,2136,2023-03-31,Net Banking
985,3933,3290,2023-05-20,Net Banking
986,4685,533,2023-03-08,Net Banking
987,4684,3457,2023-05-26,Debit Card
988,1689,7930,2023-04-13,UPI
989,6795,552,2023-02-11,Net Banking
990,8899,3337,2023-03-05,Debit Card
991,4460,6315,2023-02-01,Credit Card
992,5461,2343,2023-04-25,UPI
993,6533,9053,2023-05-10,UPI
994,635,1569,2023-02-15,Credit Card
995,9256,3404,2023-03-15,Credit Card
996,3837,9854,2023-05-27,Credit Card
997,1930,473,2023-05-15,Credit Card
998,959,2388,2023-03-31,UPI
999,8350,9782,2023-01-02,Debit Card
1000,2468,1814,2023-01-29,Net Banking
1001,7269,119,2023-01-02,Credit Card
1002,1621,8774,2023-06-12,Net Banking
1003,6780,5299,2023-03-01,Net Banking
1004,1740,7636,2023-06-25,Debit Card
1005,6861,3080,2023-05-08,Debit Card
1006,6416,3194,2023-05-13,Credit Card
1007,6292,8636,2023-04-08,Net Banking
1008,9575,6843,2023-05-09,UPI
1009,9849,4757,2023-05-02,Net Banking
1010,5045,4602,2023-01-25,Debit Card
1011,3156,899,2023-02-21,Debit Card
1012,7440,1057,2023-03-10,Credit Card
1013,6477,8211,2023-06-11,Debit Card
1014,4931,7365,2023-03-23,Debit Card
1015,256,5435,2023-02-06,UPI
1016,2886,7182,2023-05-20,Credit Card
1017,1096,7980,2023-05-22,Net Banking
1018,4151,6131,2023-06-27,Debit Card
1019,2675,9560,2023-05-05,Debit Card
1020,7678,2173,2023-04-23,Net Banking
1021,4807,3792,2023-06-21,Credit Card
1022,2796,5121,2023-05-17,Net Banking
1023,5368,2693,2023-03-09,Debit Card
1024,4768,9368,2023-02-11,Credit Card
1025,6294,9928,2023-03-24,Debit Card
1026,3645,9528,2023-01-23,Debit Card
1027,3536,2443,2023-04-20,UPI
1028,4472,9174,2023-04-03,Credit Card
1029,7012,6230,2023-01-17,Credit Card
1030,1655,4696,2023-03-11,UPI
1031,7417,5218,2023-04-10,Net Banking
1032,225,7010,2023-02-20,Credit Card
1033,9081,4375,2023-01-12,Debit Card
1034,8231,5517,2023-03-29,Credit Card
1035,7055,8678,2023-04-19,Debit Card
1036,995,5660,2023-02-27,Credit Card
1037,5099,1982,2023-04-01,UPI
1038,9509,7077,2023-05-23,Net Banking
1039,911,7998,2023-01-02,Net Banking
1040,1284,5752,2023-04-27,UPI
1041,8735,5481,2023-02-02,Net Banking
1042,3209,1554,2023-03-03,Debit Card
1043,4117,103,2023-05-05,Debit Card
1044,2409,8033,2023-02-17,Net Banking
1045,1090,2327,2023-06-26,Debit Card
1046,1321,2077,2023-02-24,Net Banking
1047,2064,6064,2023-04-17,UPI
1048,307,9424,2023-05-21,Credit Card
1049,4383,6531,2023-01-01,Credit Card
1050,7632,3015,2023-02-24,UPI
1051,3726,1891,2023-06-06,Credit Card
1052,866,9423,2023-05-26,Debit Card
1053,5022,6453,2023-01-21,Credit Card
1054,4388,2923,2023-03-24,Debit Card
1055,9738,2773,2023-06-10,Debit Card
1056,1099,6425,2023-03-03,Debit Card
1057,7794,3021,2023-02-23,Debit Card
1058,8437,1326,2023-06-17,Net Banking
1059,2088,626,2023-06-23,Credit Card
1060,8651,1287,2023-04-28,Credit Card
1061,1938,8388,2023-05-30,UPI
1062,1958,5659,2023-05-05,Debit Card
1063,4404,8642,2023-06-07,Debit Card
1064,4164,9261,2023-06-16,UPI
1065,3937,8668,2023-04-12,Net Banking
1066,3963,2209,2023-03-03,Credit Card
1067,1087,9307,2023-05-25,Debit Card
1068,3969,6942,2023-03-15,Credit Card
1069,7909,3182,2023-03-24,Debit Card
1070,5723,483,2023-06-08,Net Banking
1071,1117,1101,2023-04-21,Net Banking
1072,476,3512,2023-02-06,UPI
1073,8153,4185,2023-03-16,Debit Card
1074,3854,9247,2023-01-07,Debit Card
1075,825,9131,2023-03-03,Credit Card
1076,8167,841,2023-01-27,Debit Card
1077,6054,6266,2023-01-22,Credit Card
1078,9794,2685,2023-04-17,Debit Card
1079,1230,6679,2023-04-21,UPI
1080,8132,3618,2023-03-14,UPI
1081,6774,2711,2023-04-17,Credit Card
1082,5988,2924,2023-06-20,Credit Card
1083,6537,2115,2023-01-19,Net Banking
1084,8000,9532,2023-01-10,UPI
1085,2724,7435,2023-02-03,Debit Card
1086,3937,2284,2023-03-08,Debit Card
1087,3099,8337,2023-05-26,Credit Card
1088,3001,6102,2023-02-08,Net Banking
1089,1243,3322,2023-02-09,UPI
1090,5235,2828,2023-01-05,Credit Card
1091,3977,7937,2023-01-29,Net Banking
1092,7024,8926,2023-05-15,Credit Card
1093,228,6963,2023-06-27,UPI
1094,6768,2879,2023-04-19,Net Banking
1095,7041,3913,2023-02-12,UPI
1096,888,3338,2023-02-28,UPI
1097,2321,4959,2023-04-19,UPI
1098,1299,1145,2023-01-02,UPI
1099,8763,4082,2023-06-28,Credit Card
1100,5559,8191,2023-01-01,UPI
1101,3639,3850,2023-04-14,Credit Card
1102,4782,8462,2023-06-24,Credit Card
1103,191,9201,2023-05-27,UPI
1104,1821,1242,2023-04-26,UPI
1105,4883,1179,2023-06-12,UPI
1106,519,5425,2023-01-02,UPI
1107,282,9810,2023-06-12,Debit Card
1108,3399,636,2023-02-26,Debit Card
1109,9595,6600,2023-06-26,Net Banking
1110,3357,9607,2023-02-10,Net Banking
1111,3220,6307,2023-02-08,Net Banking
1112,7155,6002,2023-06-10,UPI
1113,1450,4792,2023-04-15,Credit Card
1114,4181,404,2023-01-03,UPI
1115,6269,2837,2023-05-13,UPI
1116,3922,3560,2023-01-25,Credit Card
1117,5369,5255,2023-01-25,Debit Card
1118,7825,1194,2023-03-26,Net Banking
1119,6652,5487,2023-05-15,Debit Card
1120,9451,7733,2023-03-21,Net Banking
1121,9094,4249,2023-02-03,Net Banking
1122,5880,944,2023-05-29,Debit Card
1123,2750,5686,2023-04-15,Credit Card
1124,7483,2750,2023-06-25,Credit Card
1125,2587,4470,2023-04-16,Net Banking
1126,5926,370,2023-06-17,Debit Card
1127,7957,7131,2023-06-16,Credit Card
1128,3533,1045,2023-05-08,Debit Card
1129,3686,8138,2023-04-20,Credit Card
1130,745,9667,2023-02-17,UPI
1131,6678,7375,2023-02-24,Credit Card
1132,3018,3145,2023-06-06,UPI
1133,5682,3990,2023-02-04,UPI
1134,8015,645,2023-06-05,Credit Card
1135,2794,6998,2023-03-12,Net Banking
1136,2550,1272,2023-05-15,Net Banking
1137,7124,9975,2023-02-10,Debit Card
1138,861,4055,2023-05-17,Debit Card
1139,3426,9206,2023-03-22,UPI
1140,1348,4630,2023-03-10,Net Banking
1141,9491,1295,2023-01-01,Credit Card
1142,8783,2909,2023-05-29,UPI
1143,5582,1946,2023-06-01,Debit Card
1144,5247,7133,2023-06-06,Credit Card
1145,7231,1323,2023-06-11,Debit Card
1146,7502,9332,2023-02-25,Credit Card
1147,4677,2893,2023-01-26,Net Banking
1148,7582,2096,2023-05-14,UPI
1149,5615,1245,2023-03-01,Net Banking
1150,2051,5143,2023-01-23,UPI
1151,4206,4390,2023-02-05,Debit Card
1152,4441,6370,2023-02-07,Net Banking
1153,5952,2486,2023-04-02,UPI
1154,1309,8708,2023-03-12,UPI
1155,3990,9688,2023-05-30,UPI
1156,5750,1048,2023-06-16,Debit Card
1157,2960,9347,2023-06-24,Net Banking
1158,6629,7080,2023-04-06,Net Banking
1159,2885,7215,2023-05-23,UPI
1160,1704,7213,2023-03-20,Credit Card
1161,4589,2900,2023-02-17,Credit Card
1162,1779,4162,2023-03-18,Net Banking
1163,2031,5993,2023-06-28,Net Banking
1164,735,3974,2023-04-24,Debit Card
1165,9283,6387,2023-06-28,Debit Card
1166,8596,5147,2023-04-06,Net Banking
1167,4250,9647,2023-03-27,Net Banking
1168,2913,8178,2023-05-03,Net Banking
1169,6151,8990,2023-04-25,Credit Card
1170,1283,2740,2023-02-16,Credit Card
1171,4231,545,2023-05-11,Debit Card
1172,3328,4978,2023-05-19,Debit Card
1173,7734,955,2023-04-10,Debit Card
1174,8447,7619,2023-01-20,Credit Card
1175,4521,9666,2023-02-02,UPI
1176,3851,789,2023-01-03,Net Banking
1177,5437,9425,2023-03-29,Debit Card
1178,7058,1812,2023-06-17,Debit Card
1179,7554,352,2023-03-03,Net Banking
1180,4553,1106,2023-05-29,Credit Card
1181,2544,8275,2023-06-29,Credit Card
1182,5205,4246,2023-06-28,UPI
1183,5269,2955,2023-03-05,Credit Card
1184,1842,8264,2023-01-31,Net Banking
1185,5339,9357,2023-06-22,UPI
1186,7470,8289,2023-04-24,Debit Card
1187,9641,8291,2023-05-22,UPI
1188,4736,9898,2023-01-25,UPI
1189,4216,9534,2023-03-19,Net Banking
1190,9891,8819,2023-05-05,Net Banking
1191,7479,230,2023-05-06,Debit Card
1192,1082,8853,2023-04-17,UPI
1193,4696,4384,2023-04-20,Net Banking
1194,4095,5414,2023-01-25,Debit Card
1195,8903,5933,2023-02-14,Debit Card
1196,5689,9613,2023-01-02,Debit Card
1197,1759,7807,2023-06-28,Credit Card
1198,1705,5522,2023-06-06,Credit Card
1199,9624,8838,2023-02-18,Credit Card
1200,1040,7110,2023-02-16,Debit Card
1201,1528,2390,2023-03-01,Debit Card
1202,5273,2952,2023-04-08,Debit Card
1203,9067,9542,2023-04-28,Debit Card
1204,6410,6131,2023-03-28,UPI
1205,8416,2325,2023-05-29,Credit Card
1206,9812,9065,2023-05-06,Credit Card
1207,5273,601,2023-03-10,Credit Card
1208,1629,229,2023-06-04,Net Banking
1209,7462,4804,2023-02-19,Debit Card
1210,8668,6923,2023-02-21,UPI
1211,4058,5751,2023-05-07,Debit Card
1212,8222,119,2023-05-24,Debit Card
1213,3869,3983,2023-04-15,Net Banking
1214,3553,6610,2023-05-21,UPI
1215,9859,6919,2023-01-30,Debit Card
1216,4310,1285,2023-02-08,UPI
1217,807,3475,2023-01-06,UPI
1218,4201,7620,2023-04-06,Net Banking
1219,421,5993,2023-05-06,Debit Card
1220,5244,3018,2023-02-13,Debit Card
1221,1939,2629,2023-05-01,Debit Card
1222,5231,1339,2023-06-24,Credit Card
1223,9495,4258,2023-04-20,Credit Card
1224,3772,2296,2023-05-05,Debit Card
1225,92,6070,2023-02-24,Net Banking
1226,3860,8247,2023-01-16,Net Banking
1227,7489,2519,2023-03-27,UPI
1228,3818,8204,2023-01-15,Net Banking
1229,3250,3263,2023-03-18,Credit Card
1230,67,9711,2023-02-03,Debit Card
1231,8960,8081,2023-06-19,UPI
1232,3770,8193,2023-04-18,Debit Card
1233,4963,6467,2023-03-23,UPI
1234,7605,2793,2023-03-18,Credit Card
1235,7049,1956,2023-06-06,Credit Card
1236,9381,4319,2023-04-23,UPI
1237,7005,3251,2023-04-01,Credit Card
1238,9294,1372,2023-02-27,Net Banking
1239,7642,4066,2023-03-12,UPI
1240,4765,656,2023-06-12,Credit Card
1241,8927,9419,2023-05-11,Debit Card
1242,5010,3596,2023-02-04,UPI
1243,9179,3723,2023-05-02,Credit Card
1244,6788,2004,2023-04-01,UPI
1245,7850,5950,2023-04-04,Credit Card
1246,7470,8972,2023-05-11,Credit Card
1247,2589,3827,2023-03-11,Credit Card
1248,1147,7431,2023-04-26,Debit Card
1249,6350,311,2023-01-16,Credit Card
1250,1718,7304,2023-03-28,Credit Card
1251,130,562,2023-02-11,UPI
1252,1957,2342,2023-06-06,Debit Card
1253,2831,2166,2023-05-27,Net Banking
1254,8902,5322,2023-01-12,Net Banking
1255,1946,6410,2023-03-21,Debit Card
1256,570,1501,2023-05-11,Debit Card
1257,1457,5946,2023-03-19,UPI
1258,4101,9779,2023-01-16,Credit Card
1259,7494,4989,2023-02-25,Credit Card
1260,151,7262,2023-06-21,UPI
1261,9004,8913,2023-02-06,Credit Card
1262,9445,6449,2023-01-23,Net Banking
1263,1191,3472,2023-02-14,Credit Card
1264,1429,9963,2023-04-28,Credit Card
1265,5872,9100,2023-01-29,Net Banking
1266,1917,8614,2023-05-10,Credit Card
1267,4207,9666,2023-02-25,Debit Card
1268,9183,7765,2023-02-07,Net Banking
1269,4884,9564,2023-06-29,Credit Card
1270,4800,9701,2023-02-26,UPI
1271,8409,7984,2023-04-26,Net Banking
1272,5592,4887,2023-04-28,Net Banking
1273,3847,9772,2023-05-13,Net Banking
1274,7514,698,2023-01-10,Credit Card
1275,429,6381,2023-03-01,Debit Card
1276,4465,2624,2023-04-01,Debit Card
1277,902,8758,2023-04-03,Credit Card
1278,7234,1335,2023-02-05,Debit Card
1279,945,4449,2023-06-09,Credit Card
1280,9194,7039,2023-06-02,Debit Card
1281,3071,3234,2023-03-15,Credit Card
1282,4860,1743,2023-04-16,Credit Card
1283,1076,1587,2023-03-24,UPI
1284,9651,2167,2023-02-14,Credit Card
1285,7173,631,2023-05-19,Net Banking
1286,1149,5804,2023-04-28,Debit Card
1287,1521,8787,2023-01-04,Debit Card
1288,2994,1764,2023-04-30,Net Banking
1289,6982,6067,2023-02-13,UPI
1290,9034,4802,2023-01-18,Credit Card
1291,3988,9662,2023-06-18,Debit Card
1292,4819,3004,2023-06-17,Debit Card
1293,534,2926,2023-04-13,Net Banking
1294,1061,3398,2023-04-02,Credit Card
1295,6196,9315,2023-04-23,UPI
1296,3957,6481,2023-02-17,UPI
